movie_title,genre,release_date,director,box_office_revenue,rating,duration_minutes,production_company,quote
Mission: Impossible III,Action,12/1/1920,Keary Holdforth,$18828202.79,6.2,134,Topicshots,Reverse-engineered maximized policy
Dark Forces (Harlequin),Horror,11/4/1996,Goldie Kidsley,$65896986.40,9.2,80,Abatz,Front-line 4th generation hub
Shadows of a Hot Summer (Stíny horkého léta),Horror,12/8/1935,Lira MacPeake,$17734435.98,2.1,122,Trudoo,Programmable fresh-thinking approach
In This Our Life,Drama,10/10/1950,Louella De Benedetti,$39113609.62,1.8,146,Kanoodle,Ameliorated dedicated portal
"Lonely Place to Die, A",Horror,2/11/1992,Pennie Heinicke,$24903063.00,9.3,72,Mydeo,Devolved global hardware
Real Fiction (Shilje sanghwang),Comedy,6/2/2020,Papageno Lacknor,$65863825.38,1.6,83,Fivebridge,Stand-alone background orchestration
Secret Reunion (Ui-hyeong-je),Romance,3/21/2006,Jabez Rase,$42552639.84,1.6,137,Omba,Triple-buffered multimedia architecture
Guinea Pig: Flowers of Flesh and Blood (Za ginipiggu 2: Chiniku no hana),Action,12/28/1966,Guendolen Ambrogio,$24566569.17,7.2,97,Livetube,Total methodical middleware
Melody Time,Drama,7/13/1921,Amye Reedyhough,$73223936.09,4.9,177,Zoomdog,Re-engineered systematic conglomeration
Montana,Comedy,10/25/1946,Justino Plitz,$41993400.54,1.0,80,Geba,Team-oriented bottom-line implementation
Groove,Comedy,10/10/1912,Jeanie Geraldo,$90731875.30,3.0,156,Skynoodle,Multi-channelled high-level budgetary management
Circle of Friends,Romance,8/1/1908,Mavra Gowers,$80861890.22,0.2,92,Lazzy,Reactive real-time adapter
"Hindenburg, The",Action,5/11/1917,Kati Cosley,$69921475.86,4.0,86,Vimbo,Right-sized neutral time-frame
"Equalizer, The",Romance,1/11/1955,Rollins Keasey,$97140950.44,9.4,204,Skimia,Automated secondary success
This Is the Night,Action,5/18/1970,Natale Greenrodd,$78447602.61,8.4,148,Jaxspan,User-centric leading edge standardization
Love Letter ,Romance,6/10/1986,Moira Dagnan,$12295630.82,3.9,154,Myworks,Extended multi-tasking data-warehouse
Simon,Comedy,4/22/1975,Eleen Le Noury,$81309260.55,1.4,236,Yakijo,Monitored regional concept
"Angriest Man in Brooklyn, The",Horror,8/28/2000,Aldus Robardey,$23488598.05,3.5,113,Vitz,Advanced maximized matrix
"Big Wedding, The",Romance,5/30/2006,Edmund Pagel,$7340059.30,0.1,61,Mybuzz,Secured next generation array
Viva Villa!,Drama,2/5/1941,Janelle Oxburgh,$46966009.29,2.4,72,Yadel,Team-oriented well-modulated capacity
Süperseks,Drama,1/22/1961,Harmonia Busek,$77121895.71,0.0,131,Photojam,Open-source zero tolerance local area network
Taras Bulba,Action,9/11/1935,Wendye Medgwick,$43155260.90,8.6,138,Chatterbridge,Reactive high-level toolset
Endless Love,Action,5/20/2010,Zackariah Strathe,$90707500.43,0.6,182,Photofeed,Synergistic uniform extranet
Gone in 60 Seconds,Comedy,12/10/1982,Maurise Shevels,$26000466.71,7.7,178,Edgetag,Robust client-driven architecture
"Object of My Affection, The",Horror,5/29/1906,Daphene Ceaser,$84106674.84,3.3,174,Skiba,Function-based impactful alliance
Love Is All There Is,Horror,10/31/1974,Philippine Yeulet,$76944761.00,2.4,124,Youopia,Organized heuristic forecast
Trouble in Paradise,Drama,12/6/1908,Sissie Bernlin,$23363384.94,8.5,164,Mydeo,Re-contextualized transitional forecast
"Sign of Four, The",Comedy,5/9/1973,Wynn Humber,$12036929.97,9.8,90,Aivee,Reverse-engineered content-based success
Series 7: The Contenders,Horror,5/16/1903,Lion Flay,$75227156.58,4.4,112,Youtags,Monitored radical flexibility
Count Three and Pray,Romance,6/21/1920,Lotta Bangle,$52183114.49,3.3,173,Jamia,Customizable explicit website
"Girl, The",Action,3/22/1906,Ryley Skarr,$53096517.17,6.7,194,Skinder,Balanced optimizing benchmark
Jonah Hex,Horror,9/30/1978,Willa Meddows,$21200151.97,2.3,131,Browseblab,User-friendly impactful hardware
"Punisher, The",Horror,8/10/1990,Cristi Degan,$37048552.56,6.1,77,Photobug,Profound context-sensitive internet solution
"Music Never Stopped, The",Drama,4/25/1988,Leodora Wyvill,$61119123.01,0.9,89,Fadeo,Synergized zero defect neural-net
Intimate Relations,Action,11/11/1974,Jessee Sarl,$47049892.14,9.6,228,Tagchat,Exclusive asymmetric neural-net
Two Can Play That Game,Horror,9/6/1908,Haleigh Kinvig,$59108981.25,8.4,71,Rhycero,Sharable multi-state data-warehouse
Dark House,Comedy,7/17/2009,Hy Coopey,$47594980.09,7.9,235,Bubblebox,Exclusive bifurcated frame
Israeli Intelligence (Hamosad Hasagur),Drama,11/20/1911,Rochell Kindred,$45355550.97,7.8,106,Dabjam,Operative empowering solution
Tale of the Mummy,Action,5/1/2006,Pauly Stratford,$37839725.76,1.4,93,Photobug,Self-enabling asynchronous secured line
Cannibal Holocaust,Romance,8/12/1941,Georgette Dulin,$32993669.33,7.9,185,Eire,Seamless radical application
"Secret Life of Zoey, The",Romance,12/22/2008,Marylin Camock,$24019249.87,7.0,101,Camimbo,Self-enabling background frame
Blow-Out (La grande bouffe),Romance,11/13/1968,Yoshi Lunn,$10704582.75,8.4,69,Podcat,Distributed content-based paradigm
Sherlock Holmes and the Masks of Death,Horror,12/16/1951,Josias Avramovic,$74304979.08,8.9,120,Dynazzy,Team-oriented content-based toolset
Cobra Woman,Drama,10/18/2015,Brynne Jeness,$48993103.66,0.7,80,Wordpedia,Quality-focused interactive architecture
East Palace West Palace (Dong gong xi gong),Horror,4/1/1947,Rabbi Devita,$44892860.06,6.8,78,Quimm,Digitized value-added website
The... Beautiful Country,Comedy,1/22/2020,Kylen Hartnup,$2615725.21,0.9,92,Ailane,Persevering homogeneous knowledge base
Rage of Angels: The Story Continues,Comedy,8/19/1980,Delaney Tummond,$49558238.12,4.0,227,Twimm,Re-engineered modular knowledge base
Train Ride to Hollywood,Drama,5/10/1969,Robinet Phillott,$57517754.78,1.6,139,Rhycero,Programmable high-level algorithm
"Avengers, The",Drama,6/16/1936,Alistair Cooksley,$87298198.83,7.1,112,Twimbo,Expanded context-sensitive hardware
Wordplay,Drama,5/9/1932,Hort Freschini,$35392926.78,4.2,190,Zooxo,Mandatory global focus group
Bliss,Action,9/12/1945,Ryan Sylvaine,$25876904.37,7.4,118,Minyx,Self-enabling responsive encryption
"Dark at the Top of the Stairs, The",Action,4/13/2012,Marie-ann Ornells,$53047140.15,7.0,146,Gigaclub,Open-architected secondary project
American Kickboxer 2 (American Kickboxer 2: To the Death),Comedy,1/23/1997,Elizabeth Bickerstaff,$30467130.66,1.7,118,Fadeo,Networked bandwidth-monitored array
Carol for Another Christmas,Comedy,4/1/1982,Yvette Hobbema,$22221857.90,9.8,230,Eimbee,Sharable radical functionalities
Of Love and Shadows,Drama,1/1/1925,Susanne Tomadoni,$28527171.64,6.0,73,Blogpad,Visionary encompassing parallelism
How to Marry a Millionaire,Comedy,6/8/1933,Roslyn MacDunlevy,$75579259.11,1.9,237,Kazio,Operative methodical success
Into the White (Cross of Honour),Horror,2/23/1944,Ebonee Latek,$92821421.10,1.3,116,Kwideo,Multi-lateral system-worthy core
"Gospel, The",Romance,11/29/1979,Sheffield Oakwell,$27943508.60,1.6,79,Jazzy,Seamless zero tolerance software
Champagne for Caesar,Action,11/21/2010,Pete Crispin,$90448147.97,7.0,187,Edgeify,Innovative tangible hub
"Batman/Superman Movie, The",Action,4/25/1934,Tadeo Kirkam,$39902348.21,6.8,93,Feedspan,Synchronised holistic contingency
100 Feet,Drama,1/2/1971,Garth Serchwell,$19723903.14,3.6,164,Thoughtstorm,Upgradable even-keeled focus group
Joe Somebody,Action,7/28/2007,Katherine Scyner,$23135379.53,1.3,153,Ntags,Monitored maximized adapter
Scandal Sheet,Horror,8/8/1939,Peirce Harryman,$98347268.39,1.5,176,Browsetype,Implemented demand-driven knowledge user
Nanayo (Nanayomachi),Action,5/18/1918,Octavia Sleford,$16397884.17,2.0,232,Jazzy,Organized composite Graphical User Interface
Goal! The Dream Begins (Goal!),Comedy,12/3/1971,Cazzie Nathon,$44657401.26,2.3,187,Divavu,Profound even-keeled adapter
Ciao Manhattan (Ciao! Manhattan),Horror,3/16/1945,Carol Ealden,$88252848.02,1.7,223,Meeveo,Compatible web-enabled portal
Mrs. Miniver,Horror,7/6/1969,Carson Mably,$9365042.92,7.1,79,Brainlounge,Upgradable 5th generation internet solution
Show Boat,Comedy,4/26/1958,Noell Alekseicik,$47570958.53,4.6,78,Jabbersphere,Ameliorated methodical data-warehouse
Dear Heart,Comedy,5/28/1912,Alana Treasaden,$5237137.30,8.1,202,Bubblebox,Compatible regional data-warehouse
Citadel,Horror,2/17/1973,Essy Ansty,$74605472.19,1.0,189,Twinte,Persevering grid-enabled task-force
"Hijacking Catastrophe: 9/11, Fear & the Selling of American Empire",Comedy,10/12/1969,Lorry Bonhill,$20507615.33,1.5,126,Voonte,Mandatory bi-directional middleware
Dinner at Eight,Comedy,3/25/1920,Donna Van Velde,$31049871.81,7.5,94,Brainlounge,Visionary contextually-based capability
"Speed Of Thought, The",Horror,1/24/2007,Patten Fellgate,$34611063.66,6.3,175,Skilith,Multi-lateral logistical knowledge user
Fallen Angel,Drama,7/26/1953,Georgiana d'Arcy,$985941.80,1.7,118,Skilith,Extended 4th generation middleware
Mamma Mia!,Romance,6/26/1983,Joleen MacDougall,$64984494.04,6.1,173,Mydo,Synchronised mission-critical application
Kamikaze,Action,4/23/1934,Tansy Atkyns,$31292009.98,7.8,104,Kayveo,Organic system-worthy moderator
"Land Without Bread (Hurdes, tierra sin pan, Las)",Drama,9/3/1962,Hailee Yashanov,$92948358.16,5.4,95,Jaxspan,Reduced 5th generation algorithm
Sweet Sixteen,Drama,12/6/1939,Norry Hugonnet,$32729566.12,4.2,178,Omba,Compatible even-keeled productivity
The Amazing Screw-On Head,Romance,1/7/1967,Jacquelyn Shelton,$26306344.78,6.5,117,Eayo,Right-sized bi-directional standardization
Anthony Zimmer,Horror,11/19/1929,Mae Paice,$15144333.99,6.9,140,Agivu,Switchable content-based migration
Abbott and Costello Meet Frankenstein,Action,6/23/1916,Renado Sallows,$66883845.50,2.9,228,Dabfeed,Automated needs-based framework
Faust,Horror,1/4/1971,Alexis Dougharty,$4970378.27,0.9,232,Feedfire,Polarised hybrid local area network
Our Relations,Romance,9/8/1959,Mackenzie Brambell,$28212443.55,6.3,70,Quaxo,Automated methodical utilisation
The Divine Woman,Comedy,6/16/1912,Margaretta Shirtcliffe,$55312501.66,2.7,164,Realcube,Inverse real-time access
Captivity,Drama,3/4/1944,Berny Enrique,$37313805.77,3.8,217,Vidoo,Multi-channelled background hub
Riffraff,Comedy,10/18/1970,Coop Clulee,$98768239.50,3.2,221,Babblestorm,Secured uniform implementation
Rosewater,Drama,10/31/1940,Carline Corwin,$45675973.82,3.3,169,Devbug,Reverse-engineered client-driven initiative
Vampire Academy,Romance,9/13/1917,Leyla Faro,$98327681.96,8.0,140,Plajo,Monitored even-keeled algorithm
Beginning of the End,Action,12/15/1963,Spenser Pipet,$79692348.77,8.2,106,Viva,Adaptive client-driven benchmark
Beauty Is Embarrassing,Comedy,9/7/2009,Seymour Jollye,$14948742.81,4.9,110,Twiyo,Open-source radical contingency
"Infidel, The",Romance,7/29/1905,Ailina Issac,$35900934.04,6.5,145,Kwinu,Ergonomic non-volatile migration
Spring Breakdown,Comedy,1/10/1943,Emelyne Rous,$54903496.50,3.3,161,Oodoo,Inverse zero tolerance moderator
Steam of Life (Miesten vuoro),Horror,8/27/1922,Abbey Khomishin,$35103555.60,6.7,76,Lajo,Sharable cohesive system engine
Amityville: A New Generation,Horror,1/26/1914,Tish Inglese,$48759909.10,4.9,80,Voomm,Adaptive mobile flexibility
Escape to Athena,Horror,7/16/1933,Floria Giberd,$10481029.86,5.7,214,Kwinu,Pre-emptive transitional customer loyalty
Lancelot of the Lake (Lancelot du Lac),Romance,2/21/1926,Alon Buckbee,$4281715.67,7.0,198,Yadel,Horizontal multi-state intranet
Far and Away,Action,7/13/1912,Arnaldo Poytress,$31473566.30,0.5,155,Shufflebeat,Optimized 24 hour implementation
Nothing Sacred,Horror,12/11/1925,Rudiger Sharphurst,$87015504.59,4.1,111,Realbuzz,Multi-lateral static parallelism
"Life Less Ordinary, A",Comedy,7/20/1960,Jill Hinners,$35486510.51,5.5,142,Latz,Compatible hybrid leverage
Ants in the Pants 2,Horror,10/10/1956,Hallsy Dienes,$39630006.90,3.5,221,Riffpath,Streamlined logistical forecast
Batman Forever,Drama,9/21/1987,Bearnard Mum,$29511124.69,7.3,225,Trupe,Proactive asynchronous core
Black Caesar,Romance,3/6/1977,Rochella Aslam,$30931852.30,8.2,125,Oyoyo,Automated well-modulated hardware
Youngblood,Drama,8/29/1971,Eb Randales,$82449649.73,6.7,167,Twinte,Reduced next generation complexity
Apartment 4E ,Romance,1/1/2004,Sella Furney,$98285163.17,0.4,121,Skyble,Stand-alone reciprocal migration
Maniac,Drama,1/16/1910,Carmon Musgrove,$75199825.75,4.6,61,Brightbean,Reverse-engineered user-facing utilisation
"Erased (Expatriate, The)",Comedy,11/4/1935,Florrie Hairon,$25802669.04,5.9,176,Babbleblab,Persistent intermediate toolset
Abbott and Costello Go to Mars,Comedy,5/25/1942,Art Rattray,$67064924.06,0.1,122,Youtags,Object-based directional time-frame
Puss in Boots,Horror,12/13/1947,Calida Gawthorp,$88526922.43,7.8,74,Vitz,Open-source foreground complexity
"Flying Saucer, The",Horror,7/21/1906,Effie Paraman,$40826388.34,7.9,166,Yambee,Intuitive systemic matrices
Asterix in America (a.k.a Asterix Conquers America) (Astérix et les Indiens),Action,3/14/1934,Siusan Boncore,$14831458.01,8.3,224,Zava,Synchronised 5th generation help-desk
Stormbreaker (Alex Rider: Operation Stormbreaker),Comedy,4/25/1916,Willow Secretan,$22831280.46,6.3,200,Thoughtsphere,Multi-layered motivating concept
Major Barbara,Action,6/17/1910,Melvyn Varian,$34920090.21,2.1,231,Fivespan,Object-based motivating model
Kenny Begins,Comedy,3/26/1984,Casi Hosier,$74254008.94,0.2,227,Blognation,Versatile 24/7 budgetary management
No One Lives,Horror,9/1/1974,Barbi Amorine,$10097468.89,4.1,170,Meedoo,Implemented disintermediate array
Nativity!,Drama,3/25/1943,Goldy Lamers,$92518501.24,1.7,62,Fanoodle,Customizable executive leverage
No Small Affair,Romance,12/3/2014,Maison Peskin,$3235465.99,0.0,117,Gevee,Expanded disintermediate task-force
Café Metropole,Horror,10/29/2002,Violetta Brecher,$35464844.75,9.3,94,Demivee,Virtual optimizing info-mediaries
"Beautiful Country, The",Romance,11/4/1917,Laurens Dawkes,$99747519.99,5.9,148,Livepath,Re-engineered scalable challenge
Nobody's Fool,Romance,11/4/1987,Gerhardt Leband,$2341525.16,8.3,88,Cogidoo,Multi-channelled homogeneous website
Ladies in Lavender,Drama,7/17/2018,Ram Marriot,$80423656.35,9.7,104,Yodo,Secured asynchronous moratorium
"Hammer, The",Horror,4/9/1924,Wendie Shields,$23740218.46,8.9,144,Linklinks,Robust maximized ability
Zachariah,Romance,2/4/1968,Clarke Solly,$81921182.12,3.4,238,Photospace,Multi-layered composite firmware
"Bostonians, The",Action,3/11/1981,Lindy Casari,$47977103.24,6.1,123,Flipbug,Multi-channelled directional workforce
Meet Dave,Romance,12/29/2020,Simone Girth,$20368349.46,0.8,161,BlogXS,Adaptive non-volatile task-force
Killer Elite,Comedy,11/13/2021,Chiarra Coffee,$34330244.34,4.6,227,Skimia,Stand-alone 24 hour knowledge user
"Prince and the Showgirl, The",Drama,5/22/1945,Kerstin Athey,$90829730.59,0.3,227,Fanoodle,Decentralized leading edge forecast
Pursued,Drama,1/8/1965,Merwin Rushman,$92952860.31,9.6,235,Katz,Streamlined optimal open architecture
"Scarlet Pimpernel, The",Comedy,9/2/1919,Reena Cruise,$92434422.42,5.8,222,Yoveo,Sharable logistical interface
Glory Road,Action,3/13/1953,Nicky Habershaw,$55123118.94,1.5,116,Feedfire,Networked dedicated parallelism
"Last Starfighter, The",Comedy,2/15/1914,Tillie Boate,$46824311.06,8.6,232,Buzzshare,Cloned 3rd generation access
Choppertown: The Sinners,Comedy,7/10/1928,Lou Iannelli,$67620717.43,0.4,81,Fatz,Reduced uniform capability
Body and Soul,Action,9/11/2019,Corbin Keymer,$13875059.78,9.3,185,Digitube,Re-engineered empowering parallelism
Desperado,Action,4/7/1957,Cassie Frandsen,$94976743.14,6.7,235,Oozz,User-centric global architecture
Bionicle: The Legend Reborn,Horror,3/30/1990,Borg Moreland,$36314141.17,9.6,137,Meeveo,Centralized neutral toolset
"Story of Dr. Wassell, The",Drama,7/22/2001,Carlina Troyes,$89945655.82,8.4,84,Kazio,Fully-configurable coherent utilisation
Opfergang,Horror,7/17/1967,Granthem Helliwell,$89527100.15,1.1,181,Leexo,Fully-configurable bifurcated initiative
"Quare Fellow, The (a.k.a. The Condemned Man)",Comedy,6/17/1921,Teddie Cardenas,$46760449.06,4.1,187,Kwideo,Total maximized ability
Love & Savagery,Comedy,4/7/1903,Sisile Boshard,$35873972.51,7.3,180,Devbug,Pre-emptive human-resource functionalities
Bad Johnson,Drama,3/20/2003,Hobart Gorgen,$11176647.36,4.6,102,Eayo,Compatible content-based application
"Magic Christian, The",Drama,6/19/1949,Syd Cudd,$96596805.01,9.0,141,Twitternation,Business-focused scalable concept
Brooklyn Rules,Romance,6/17/1977,Kiah Dever,$34209546.94,3.6,137,Plambee,Programmable next generation data-warehouse
If I Stay,Comedy,5/21/1916,Rycca Moscone,$87124122.01,5.4,171,Dablist,Right-sized grid-enabled website
Diary of a Shinjuku Thief (Shinjuku dorobo nikki),Romance,2/10/1909,Wandie Mews,$82241352.97,3.6,131,Devify,Enterprise-wide object-oriented installation
Offside,Horror,11/12/1966,Shellie Capenor,$52764512.37,5.5,208,Flipstorm,Expanded national analyzer
Beautiful Darling,Drama,10/23/1961,Carny Danielski,$34254207.92,5.1,111,Voolia,Down-sized mission-critical collaboration
Seven Years Bad Luck,Romance,1/10/1923,Lauraine Lax,$32843813.17,7.4,81,Brightdog,Stand-alone multi-state internet solution
Jungle Book,Drama,3/26/1959,Kerr Cheverell,$71124723.74,6.5,108,Yacero,Cross-platform leading edge portal
The Amazing Dr. Clitterhouse,Drama,9/11/1933,Lynne Collumbine,$11446375.61,2.8,79,Lazz,Virtual 4th generation time-frame
Bullitt,Romance,10/13/2018,Rance Cockling,$79034930.50,5.6,133,Eadel,Multi-channelled global projection
Black Bread (Pa Negre),Romance,10/13/1911,Camile Frowen,$59041172.36,5.8,74,Dynabox,Customer-focused tangible focus group
"Contract, The",Romance,9/29/1983,Pauly Gommey,$21516904.23,10.0,115,Skiba,Reduced next generation workforce
Beautiful Lies (De vrais mensonges) (Full Treatment),Horror,3/15/1980,Doris Lyle,$39032666.09,3.7,104,Yoveo,Streamlined client-server synergy
Outrage (Autoreiji),Horror,9/22/2010,Graeme Dutchburn,$9447854.07,3.9,145,Eidel,Re-contextualized radical projection
Adrift (Choi Voi),Horror,10/17/1939,Wells Haggata,$91490379.15,6.9,217,Bubblemix,Focused homogeneous system engine
Day of the Falcon,Action,6/20/1916,Kory Clitsome,$52555078.75,6.9,119,Yakidoo,Fully-configurable asymmetric process improvement
Problem Child,Romance,11/4/1918,Gordan Krishtopaittis,$24220429.28,4.7,196,Livefish,Future-proofed reciprocal support
Strangers in Good Company,Action,8/13/1943,Melisse Stolberger,$99018886.55,6.2,195,Myworks,Multi-tiered disintermediate matrices
"Condemned, The",Horror,6/10/1954,Reese Cromblehome,$77641494.23,7.4,125,Lazzy,User-friendly 3rd generation framework
"Badlanders, The",Action,12/15/1949,Letta Bemwell,$46945219.98,5.9,145,Tagpad,Fundamental maximized infrastructure
Mourning Becomes Electra,Action,1/24/1915,Daryn Liverseege,$57126823.32,4.1,118,Plambee,Organized 4th generation paradigm
Jesus Christ Vampire Hunter,Action,2/10/1913,Shelby MacMenamin,$74150403.54,0.4,178,Devbug,Seamless tertiary data-warehouse
Robin Hood,Action,7/17/2013,Carlyn Binfield,$20509829.57,7.9,166,Riffpath,Secured optimal synergy
"Horse Soldiers, The",Horror,6/3/2020,Rosana Swindon,$37770746.89,0.1,137,Ailane,Up-sized 6th generation complexity
They Call Me Mister Tibbs!,Romance,8/16/2015,Boycie Etienne,$40174478.17,3.9,116,Blogtags,Digitized impactful hardware
Peter & the Wolf,Action,4/26/1940,Quentin Clotworthy,$45573104.01,2.0,210,Camido,Streamlined didactic orchestration
All I Desire,Romance,8/2/1940,Liv Paddie,$5130960.69,7.3,158,Skimia,Devolved foreground array
Quest for Camelot,Action,9/27/2000,Titos Annable,$80557970.63,8.9,79,Teklist,Reactive user-facing algorithm
Becoming Chaz,Horror,4/19/1914,Granville Ploughwright,$36059910.30,0.8,184,Skilith,Front-line didactic array
Omagh,Romance,5/14/1928,Stuart Kerfut,$81232087.11,6.1,203,Realblab,Customizable encompassing product
Dragon Lord (a.k.a. Dragon Strike) (Long Xiao Ye),Romance,3/16/1900,Sella Matelyunas,$91228417.96,9.0,84,Quatz,Customizable mission-critical projection
Mág,Drama,7/5/1907,Zeke Brachell,$91538127.52,7.2,95,Jamia,Customizable web-enabled open architecture
Polish Wedding,Horror,5/13/1947,Shaylah Staddart,$490046.11,8.1,122,Zoozzy,Integrated solution-oriented intranet
"Thank You, Jeeves!",Drama,9/29/1910,Freddie Adams,$79481647.44,5.0,60,Einti,Total 24/7 moratorium
They Call Me Bruce? (a.k.a. A Fistful of Chopsticks),Drama,2/18/1983,Marsh Craufurd,$69882672.01,8.6,204,Zooveo,Extended 5th generation application
"Hottest State, The",Comedy,12/5/2022,Anna-maria Kaesmans,$80590472.41,7.1,208,Zoomcast,Triple-buffered reciprocal utilisation
A Fight For,Comedy,8/16/1936,Carol-jean McGeoch,$38622236.60,2.4,185,Tagcat,Synergized web-enabled matrices
Killing Season,Horror,10/31/1993,Bernarr Linster,$27939975.84,7.6,103,Zoomdog,Persistent responsive data-warehouse
Loop the Loop (Up and Down) (Horem pádem),Action,6/16/1988,Brooke Cumbridge,$74194196.04,9.4,233,Mudo,Multi-tiered asymmetric workforce
Young Aphrodites (Mikres Afrodites),Drama,6/12/1910,Denise Elliott,$11151073.82,3.4,147,Fanoodle,Polarised fresh-thinking website
Tetsuo III: The Bullet Man,Romance,6/17/1943,Cally Orrow,$87208763.93,8.2,97,Zoonoodle,Compatible 24/7 success
Here and Elsewhere,Comedy,8/26/1935,Karita Sheivels,$92430266.14,9.1,196,Skaboo,Multi-layered global matrices
Werckmeister Harmonies (Werckmeister harmóniák),Comedy,7/17/1914,Keely Hurdidge,$84295734.83,7.8,157,Podcat,Centralized composite protocol
"Man from Planet X, The",Horror,3/1/1984,Kelvin Dalmon,$92445253.51,0.2,95,Digitube,Seamless dedicated challenge
"Dunwich Horror, The",Romance,4/21/1952,Scottie Wardrop,$27695323.42,6.9,186,Muxo,Persevering bandwidth-monitored info-mediaries
No Time for Nuts,Horror,1/21/2000,Teressa Kilgallen,$13195713.61,2.2,155,Miboo,Function-based object-oriented project
Butterflies Have No Memories,Drama,9/19/2014,Aksel McCaffery,$66762082.90,8.3,155,Wordware,Innovative client-server open architecture
The Adventures of Tom Thumb & Thumbelina,Romance,10/11/1915,Madelyn Josupeit,$77785363.87,0.4,156,Eare,Inverse 24 hour portal
Warsaw Bridge (Pont de Varsòvia),Action,9/12/1960,Alva Dyers,$67619481.81,1.7,202,Edgepulse,Grass-roots bifurcated application
"Time to Kill, A",Drama,8/3/1943,Menard Mallinar,$79123657.55,7.0,189,Thoughtmix,Monitored exuding complexity
Night Train To Lisbon,Action,1/15/1966,Westbrooke Udie,$33734167.43,7.4,164,Kazio,Advanced fresh-thinking encryption
Airspeed,Comedy,4/22/1904,Eve Agg,$4362296.97,9.8,226,Yoveo,Implemented cohesive Graphical User Interface
Mad Ron's Prevues from Hell,Action,10/27/1974,Minta Domange,$57837643.21,2.0,222,Vinder,Front-line optimal frame
She's Out of My League,Horror,7/11/1977,Ernestus Leachman,$58465250.38,1.7,97,Skyvu,Re-contextualized systemic framework
Sh! The Octopus,Horror,11/9/1972,Glenna Viggars,$70263439.62,1.0,194,Photojam,Distributed full-range knowledge user
Snowpiercer,Drama,4/22/1942,Avril Collaton,$25705195.61,3.9,61,Twitterbridge,Assimilated 3rd generation matrices
Almighty Thor,Comedy,7/20/2003,Dorian Gabe,$95146485.64,2.3,113,Skippad,Ergonomic maximized policy
Fever,Horror,7/2/1998,Val Feldfisher,$58439227.99,0.4,234,Tagfeed,Synergistic holistic portal
Elvis,Action,1/23/1996,Byrle Eakle,$89028971.41,6.4,226,Gabtune,Triple-buffered upward-trending approach
Billy Madison,Comedy,2/9/1964,Josefina Spriggs,$48259187.93,8.6,91,Voonix,User-centric 3rd generation Graphical User Interface
"Company You Keep, The",Action,4/7/2016,Maire Flowith,$19413939.05,1.1,215,Jaloo,Polarised directional encryption
Côte d'Azur (Crustacés et coquillages),Comedy,11/7/1976,Nita Startin,$76309944.32,4.5,145,Gabtype,Open-architected object-oriented Graphic Interface
Sinister,Drama,3/30/2012,Sallie Terrelly,$44222627.10,5.4,122,Edgewire,Upgradable mission-critical synergy
"Effect of Gamma Rays on Man-in-the-Moon Marigolds, The",Romance,5/16/2006,Vladamir Node,$14825897.58,6.5,67,Skinder,Sharable executive system engine
"Eye of the Storm, The",Action,1/10/1921,Marci De Malchar,$49415645.87,3.8,157,Chatterbridge,Networked non-volatile internet solution
Trader Horn,Romance,5/7/1961,Yardley Becket,$29346921.32,8.9,139,Latz,Adaptive optimizing analyzer
"Divide, The",Horror,11/17/2005,Vivianne Dulanty,$65386761.10,8.1,112,Demivee,Extended context-sensitive moderator
Crimi Clowns: De Movie,Action,2/1/1986,Lucho Swaite,$48127566.96,1.9,175,Skidoo,Enhanced object-oriented superstructure
Barbarella,Horror,2/17/1945,Corine Connechie,$22630862.23,8.6,74,Realfire,Multi-channelled exuding archive
When a Woman Ascends the Stairs (Onna ga kaidan wo agaru toki),Action,8/9/2001,Harvey Rowbotham,$47503962.67,6.8,67,Jaxbean,Cloned user-facing budgetary management
Up in the Air,Drama,1/14/2016,Holden Attew,$67245902.96,2.3,209,Reallinks,Synergistic background Graphical User Interface
Madame Satã,Action,4/4/1944,Camel Duiguid,$23150842.94,3.3,109,Flipstorm,Intuitive actuating capacity
Torment,Horror,3/26/1922,Wash Greenough,$31069229.82,9.0,226,Topdrive,Pre-emptive regional paradigm
Rio Grande,Romance,6/12/1973,Ali Godbert,$70062129.68,4.0,138,Topicware,Business-focused zero tolerance encryption
Kiki,Romance,10/31/1982,Nicolais Goodacre,$45703210.85,0.8,221,Yodo,Programmable high-level algorithm
The Good Lie,Drama,4/28/1989,Ardeen Bubbins,$76039687.01,7.7,95,Vinder,Right-sized zero tolerance knowledge base
L'Italien,Comedy,5/11/1986,Beatrice O'Connor,$98346860.97,4.0,108,Fiveclub,Progressive attitude-oriented encoding
Forest (Rengeteg),Romance,10/26/1916,Marlie Lancaster,$94976813.50,2.4,110,Youbridge,Synergized uniform focus group
Dial M for Murder,Comedy,11/26/2005,Greer Bridgland,$41767795.58,5.5,80,Bubblemix,Open-source homogeneous customer loyalty
